1_star,2_star,3_star,4_star,5_star,book_id,review_url
5072,8141,22262,38906,63597,76334,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0452287588&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1847,4294,14203,26438,26643,3388,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=067976397X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5390,17924,59385,84548,49042,6948436-little-bee,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1416589643&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2705,7038,26472,48832,42702,78433,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2102,4030,14185,27756,39404,6295,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0872863107&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1242,2138,5652,11397,19232,12749,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0142437964&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1332,3480,17458,36770,36694,29209,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1573225789&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
705,2553,10865,18436,15466,5197,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0375702709&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
184,6,79,99,333,40941784,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=9786008382331&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2290,5237,17030,29417,35292,31242,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0143037617&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
855,2416,8772,13284,9199,248787,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0312347294&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
706,2968,14566,29226,28026,18386,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1600964338&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1391,3178,10160,17891,17780,10979,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679732268&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2325,8956,39264,61837,70405,357664,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0763616052&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1327,2541,7337,17912,25433,334176,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0449912558&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
519,1704,6640,12595,18278,77295,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0394724550&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
633,1248,7164,23889,29239,5632446-columbine,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0446546933&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1249,3178,10729,22216,26405,6259,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679776818&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
587,2761,13785,22479,15684,11768,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0552992097&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4378,9746,21089,29043,20924,2731276-the-story-of-edgar-sawtelle,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0061374229&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9,16,97,481,449,42447688-the-scopas-factor,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1543947719&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
206,682,3225,7024,11025,210404,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0195007778&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
431,976,5520,14738,18531,586472,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553381350&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
506,959,2832,5865,9721,529626,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140045295&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1135,3793,26078,73457,127638,10987,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385335997&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5531,9166,19776,21363,15455,7437,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0802140181&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
30130,31837,119547,281277,378202,11084145-steve-jobs,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1451648537&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1184,5091,23127,43122,33024,23878,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=140003471X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
8,15,40,84,163,13222282-the-manson-file,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=9783844210941&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1509,3871,19896,44617,56049,4009,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316767727&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2559,5030,13391,21849,23588,41219,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0679735909&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1267,3673,11573,17234,16066,18839,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0141184272&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4,17,201,1369,1186,40528520-now-what,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07DGW1PWY&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2854,11615,43690,55118,45173,12985,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
692,1105,3052,5852,9380,12527,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0072434171&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3419,7281,47746,107994,116368,102868,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1420925539&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4758,11980,35713,65132,58918,10357575-1q84,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0307593312&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7213,17856,47572,61406,63132,3682,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0689875347&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2622,5337,21044,44316,57272,156538,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140620192&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10044,15941,47223,72964,113283,7933292-heaven-is-for-real,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0849946158&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1203,3649,15432,26638,23798,3102,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0486424545&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
122,488,2099,3398,5509,275325,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0394865804&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
618,1378,6040,12592,25116,240130,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0920236162&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
16,9,18,268,236,44164186-stones,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07NDB7LQ5&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1545,5423,28481,53954,39611,30868,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0812474945&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
614,1827,8466,22303,25383,6604712-eating-animals,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316069906&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
15129,13675,38153,85423,126359,2203,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0743223136&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
765,1217,6539,18901,30793,318431,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0316548189&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
599,1793,6085,8543,4789,48862,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0099478471&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2869,8164,24955,29164,31305,439173,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0689818769&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
645,1602,6705,16989,23399,57891,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=156931778X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2492,9745,78393,199703,314574,561456,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0141382899&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
420,1706,7853,11062,6752,172732,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1876175702&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2978,5675,14271,19196,16108,249,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0802131786&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2616,3515,5398,6277,7584,12967,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0156031191&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
5,24,53,506,415,34937453-a-summer-of-good-byes,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B06XY6CP6F&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
398,1188,5310,12796,22652,46199,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0486422453&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1992,4344,19385,54089,100958,8621462-a-monster-calls,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1406311529&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
265,856,3527,7309,7759,99208,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0061129763&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1325,3643,15358,30661,27898,14817,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=057507681X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1506,4350,15083,24738,18605,2666,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553381342&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2175,6134,27934,55108,54756,63697,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0684853949&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
29375,63076,157656,186459,170421,7735333-matched,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0525423648&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1044,1796,5621,10507,21517,639864,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0876120834&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
702,2064,11793,32426,45018,78983,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0312995059&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3973,9230,49329,95449,87494,28877,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0525945563&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
715,2648,11498,22761,26790,24861,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=3518367064&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
27229,30631,65215,74218,105379,52529,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1582701709&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
151,662,2981,5511,5686,16900,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1420925229&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
28,42,77,742,783,44274121-the-shadow-girl,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B078PQ9FPN&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1696,4250,18689,30363,27500,337113,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140434747&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
833,3407,22992,60987,96366,10988,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0385335989&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
26,24,131,1007,941,43483262-love-is-the-answer-god-is-the-cure,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0578433869&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
710,1762,6062,14931,24965,292408,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140169300&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1356,3653,11801,17629,16748,14662,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140447644&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1735,2728,10875,49316,181670,7235533-the-way-of-kings,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0765326353&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
670,1379,5050,8025,9797,159582,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0689846231&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3302,10701,39734,59682,31981,1768603,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1416562591&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3364,7709,21622,26897,22733,38296,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553213296&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1007,4545,23040,45972,74900,10967,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0440221668&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
20,19,21,378,382,44416211-the-candidate-and-other-stories,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07NGVDD77&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7910,16039,50330,89664,116505,69571,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0751532711&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
260,1063,5234,12719,14494,31196,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1400034205&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2,1,123,374,337,40111371-the-nanny-song,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B07D1CQF66&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1081,3008,10755,13129,23296,105551,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0007158475&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2234,5486,23510,87169,255898,1215032,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0756404738&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
519,1591,6259,8857,7995,25698,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0553585975&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1255,2591,14498,47788,75045,7824322-between-shades-of-gray,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0399254129&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4410,7978,32580,131510,373756,21853621-the-nightingale,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0312577222&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
136,253,820,1424,2432,50807,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0345441559&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
487,1337,6259,14525,14377,25354,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0452287057&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
656,1642,8224,20370,39090,37186,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0763625892&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
399,1570,7700,14111,11765,4796,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0143039482&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
523,1165,4268,8880,11547,28407,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140447423&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
589,1655,6301,11335,13595,12083,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0300093055&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
575,1954,7559,14987,22234,17343,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
35,51,169,362,599,18501652-the-guardian-of-secrets-and-her-deathly-pact,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1491877928&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3419,9854,73564,207262,361037,2120932,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
16,21,25,44,93,18909198-portrait-of-our-marriage,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=B0094XQSR8&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
417,887,5290,21634,39196,23316548-the-book-of-negroes,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0393351394&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
706,1637,5524,8466,8623,668,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451187849&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1560,2923,12208,30310,49819,17267,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0006280560&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
9,13,16,19,35,7673244-carnal,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0557110297&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
27,25,29,155,161,26004546-lips-of-a-mastodon,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1512216313&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
3487,8410,25630,35167,34030,310459,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=014034893X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
193,690,3683,7409,10354,219919,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0395957753&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
924,3017,13527,28669,29244,22590,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=8498000831&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1061,3451,16729,35078,44133,16690,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0340837942&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2,8,16,17,50,9634643-in-and-out-of-step,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0987434837&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
828,4041,15391,17083,11169,3049,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0451528182&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1574,2628,6326,14124,35036,83144,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0006513220&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4166,12518,52020,115877,199257,8755776-city-of-lost-souls,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1442416866&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1529,3400,12537,18991,14703,56759,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0141439785&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
10,22,45,90,153,22842297-the-bridge-to-caracas,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
409,1244,6414,11526,14642,5338,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0140439056&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
2576,6132,29349,82938,116989,7315573-fall-of-giants,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0525951652&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
7837,11729,25168,43687,52512,6101138-wolf-hall,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=0007230206&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1290,3559,19030,53976,65359,9516,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=037571457X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
1505,1996,8579,21257,32711,128066,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=057506708X&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
4543,11118,47828,149901,249243,18774964-a-man-called-ove,https://www.goodreads.com/api/reviews_widget_iframe?did=DEVELOPER_ID&amp;format=html&amp;isbn=1476738017&amp;links=660&amp;min_rating=&amp;review_back=fff&amp;stars=000&amp;text=000
