author_name,author_url,avg_rating,book_title,book_url,num_ratings,score,score_users
Simone de Beauvoir,https://www.goodreads.com/author/show/5548.Simone_de_Beauvoir,4.13,"
The Second Sex
",/book/show/457264.The_Second_Sex,"26,090","5,707",84
David Foster Wallace,https://www.goodreads.com/author/show/4339.David_Foster_Wallace,4.29,"
Infinite Jest
",/book/show/6759.Infinite_Jest,"67,976","5,678",66
Tom Robbins,https://www.goodreads.com/author/show/197.Tom_Robbins,4.25,"
Jitterbug Perfume
",/book/show/8682.Jitterbug_Perfume,"62,315","5,655",74
Arthur Conan Doyle,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,4.49,"
Complete Works of Arthur Conan Doyle
",/book/show/4947464-complete-works-of-arthur-conan-doyle,"2,423","5,628",98
Cecelia Ahern,https://www.goodreads.com/author/show/7116.Cecelia_Ahern,4.02,"
P.S. I Love You (P.S. I Love You, #1)
",/book/show/366522.P_S_I_Love_You,"317,350","5,627",83
Jojo Moyes,https://www.goodreads.com/author/show/281810.Jojo_Moyes,4.26,"
Me Before You (Me Before You, #1)
",/book/show/15507958-me-before-you,"980,260","5,626",74
William Gibson,https://www.goodreads.com/author/show/9226.William_Gibson,3.89,"
Neuromancer (Sprawl, #1)
",/book/show/22328.Neuromancer,"240,816","5,614",80
Primo Levi,https://www.goodreads.com/author/show/4187.Primo_Levi,4.31,"
Survival in Auschwitz
",/book/show/6174.Survival_in_Auschwitz,"40,770","5,581",77
James Joyce,https://www.goodreads.com/author/show/5144.James_Joyce,3.85,"
Dubliners
",/book/show/11012.Dubliners,"112,691","5,550",86
Muriel Barbery,https://www.goodreads.com/author/show/643126.Muriel_Barbery,3.76,"
The Elegance of the Hedgehog
",/book/show/2967752-the-elegance-of-the-hedgehog,"137,190","5,525",71
Isaac Asimov,https://www.goodreads.com/author/show/16667.Isaac_Asimov,4.16,"
Foundation (Foundation #1)
",/book/show/29579.Foundation,"367,154","5,510",80
Philip Pullman,https://www.goodreads.com/author/show/3618.Philip_Pullman,4.13,"
The Subtle Knife (His Dark Materials, #2)
",/book/show/119324.The_Subtle_Knife,"321,133","5,483",79
John Steinbeck,https://www.goodreads.com/author/show/585.John_Steinbeck,4.04,"
Cannery Row
",/book/show/4799.Cannery_Row,"104,456","5,483",91
William Makepeace Thackeray,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,3.78,"
Vanity Fair
",/book/show/5797.Vanity_Fair,"110,467","5,463",87
Edgar Allan Poe,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,4.38,"
The Complete Stories and Poems
",/book/show/23919.The_Complete_Stories_and_Poems,"199,259","5,458",94
C.S. Lewis,https://www.goodreads.com/author/show/1069006.C_S_Lewis,3.91,"
The Horse and His Boy (Chronicles of Narnia, #5)
",/book/show/84119.The_Horse_and_His_Boy,"246,291","5,448",101
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,3.97,"
Pet Sematary
",/book/show/10583.Pet_Sematary,"370,058","5,442",92
Annie Proulx,https://www.goodreads.com/author/show/1262010.Annie_Proulx,3.86,"
The Shipping News
",/book/show/7354.The_Shipping_News,"124,048","5,431",83
Thomas Hardy,https://www.goodreads.com/author/show/15905.Thomas_Hardy,3.94,"
Far From the Madding Crowd
",/book/show/31463.Far_From_the_Madding_Crowd,"116,966","5,403",96
Mark Z. Danielewski,https://www.goodreads.com/author/show/13974.Mark_Z_Danielewski,4.11,"
House of Leaves
",/book/show/24800.House_of_Leaves,"110,939","5,401",68
James W. Loewen,https://www.goodreads.com/author/show/8458.James_W_Loewen,3.96,"
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong
",/book/show/296662.Lies_My_Teacher_Told_Me,"48,907","5,398",79
Raymond Chandler,https://www.goodreads.com/author/show/1377.Raymond_Chandler,4.01,"
The Big Sleep (Philip Marlowe, #1)
",/book/show/2052.The_Big_Sleep,"110,005","5,350",87
T.S. Eliot,https://www.goodreads.com/author/show/18540.T_S_Eliot,4.11,"
The Waste Land
",/book/show/34080.The_Waste_Land,"38,433","5,350",87
Paula Hawkins,https://www.goodreads.com/author/show/1063732.Paula_Hawkins,3.91,"
The Girl on the Train
",/book/show/22557272-the-girl-on-the-train,"1,788,436","5,288",68
Edith Wharton,https://www.goodreads.com/author/show/16.Edith_Wharton,3.39,"
Ethan Frome
",/book/show/5246.Ethan_Frome,"100,108","5,204",90
Robert A. Heinlein,https://www.goodreads.com/author/show/205.Robert_A_Heinlein,4.00,"
Starship Troopers
",/book/show/17214.Starship_Troopers,"174,276","5,198",78
Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,3.92,"
Blink: The Power of Thinking Without Thinking
",/book/show/40102.Blink,"437,435","5,198",72
Munro Leaf,https://www.goodreads.com/author/show/89552.Munro_Leaf,4.36,"
The Story of Ferdinand
",/book/show/773951.The_Story_of_Ferdinand,"82,025","5,184",76
Dave Ramsey,https://www.goodreads.com/author/show/44526.Dave_Ramsey,4.28,"
The Total Money Makeover: A Proven Plan for Financial Fitness
",/book/show/78427.The_Total_Money_Makeover,"59,897","5,178",66
Forrest Carter,https://www.goodreads.com/author/show/67388.Forrest_Carter,4.11,"
The Education of Little Tree
",/book/show/116236.The_Education_of_Little_Tree,"13,645","5,150",74
Christopher Paolini,https://www.goodreads.com/author/show/8349.Christopher_Paolini,4.05,"
Brisingr (The Inheritance Cycle, #3)
",/book/show/2248573.Brisingr,"266,853","5,143",72
Ammar Habib,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.30,"
The Heart of Aleppo: A Story of the Syrian Civil War
",/book/show/40199729-the-heart-of-aleppo,"1,497","5,143",52
V.C. Andrews,https://www.goodreads.com/author/show/1353301.V_C_Andrews,3.81,"
Flowers in the Attic (Dollanganger, #1)
",/book/show/43448.Flowers_in_the_Attic,"142,418","5,135",76
Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.33,"
Walks Away Woman
",/book/show/19405702-walks-away-woman,912,"5,129",53
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,3.96,"
The Gunslinger (The Dark Tower, #1)
",/book/show/43615.The_Gunslinger,"469,770","5,102",74
Thomas Malory,https://www.goodreads.com/author/show/53519.Thomas_Malory,3.93,"
Le Morte d'Arthur: King Arthur and the Legends of the Round Table
",/book/show/672875.Le_Morte_d_Arthur,"33,163","5,036",95
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.01,"
'Salem's Lot
",/book/show/11590._Salem_s_Lot,"298,748","5,020",79
Christopher Paolini,https://www.goodreads.com/author/show/8349.Christopher_Paolini,3.98,"
Eldest (The Inheritance Cycle, #2)
",/book/show/45978.Eldest,"317,896","5,015",75
Terry Pratchett,https://www.goodreads.com/author/show/1654.Terry_Pratchett,4.29,"
Small Gods (Discworld, #13)
",/book/show/34484.Small_Gods,"93,766","5,010",68
Ernest Cline,https://www.goodreads.com/author/show/31712.Ernest_Cline,4.27,"
Ready Player One (Ready Player One, #1)
",/book/show/9969571-ready-player-one,"750,013","4,992",64
W. Somerset Maugham,https://www.goodreads.com/author/show/4176632.W_Somerset_Maugham,4.13,"
Of Human Bondage
",/book/show/31548.Of_Human_Bondage,"44,137","4,990",70
Karen Glista,https://www.goodreads.com/author/show/15998880.Karen_Glista,4.27,"
Chasing the Red Queen
",/book/show/38343303-chasing-the-red-queen,"1,987","4,989",55
Euripides,https://www.goodreads.com/author/show/973.Euripides,3.86,"
Medea
",/book/show/752900.Medea,"50,164","4,988",82
Lynne Truss,https://www.goodreads.com/author/show/5571.Lynne_Truss,3.87,"
Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation
",/book/show/8600.Eats_Shoots_Leaves,"92,867","4,972",82
Art Spiegelman,https://www.goodreads.com/author/show/5117.Art_Spiegelman,4.34,"
Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)
",/book/show/15196.Maus_I,"230,621","4,969",70
Jane Austen,https://www.goodreads.com/author/show/1265.Jane_Austen,4.47,"
Jane Austen: Pride and Prejudice, Mansfield Park, Persuasion
",/book/show/14904.Jane_Austen,"3,323","4,962",81
Donna Tartt,https://www.goodreads.com/author/show/8719.Donna_Tartt,3.91,"
The Goldfinch
",/book/show/17333223-the-goldfinch,"609,288","4,952",62
Louisa May Alcott,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,4.32,"
Little Women, Little Men, Jo's Boys
",/book/show/1946.Little_Women_Little_Men_Jo_s_Boys,"4,424","4,936",84
Veronica Roth,https://www.goodreads.com/author/show/4039811.Veronica_Roth,4.04,"
Insurgent (Divergent, #2)
",/book/show/11735983-insurgent,"1,061,829","4,904",71
Carl Sagan,https://www.goodreads.com/author/show/10538.Carl_Sagan,4.13,"
Contact
",/book/show/61666.Contact,"111,812","4,869",74
James Frey,https://www.goodreads.com/author/show/822.James_Frey,3.64,"
A Million Little Pieces
",/book/show/1241.A_Million_Little_Pieces,"207,659","4,867",71
Jorge Luis Borges,https://www.goodreads.com/author/show/500.Jorge_Luis_Borges,4.45,"
Ficciones
",/book/show/426504.Ficciones,"43,576","4,861",64
Nevil Shute,https://www.goodreads.com/author/show/21477.Nevil_Shute,4.14,"
A Town Like Alice
",/book/show/107301.A_Town_Like_Alice,"46,680","4,845",68
E.M. Forster,https://www.goodreads.com/author/show/86404.E_M_Forster,3.68,"
A Passage to India
",/book/show/45195.A_Passage_to_India,"62,678","4,822",90
Günter Grass,https://www.goodreads.com/author/show/749461.G_nter_Grass,3.96,"
The Tin Drum
",/book/show/35743.The_Tin_Drum,"36,382","4,766",72
Italo Calvino,https://www.goodreads.com/author/show/155517.Italo_Calvino,4.05,"
If on a Winter's Night a Traveler
",/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,"67,683","4,765",64
Bev Stout,https://www.goodreads.com/author/show/7086694.Bev_Stout,3.92,"
Secrets of the Realm
",/book/show/19183499-secrets-of-the-realm,504,"4,761",51
Philip K. Dick,https://www.goodreads.com/author/show/4764.Philip_K_Dick,3.62,"
The Man in the High Castle
",/book/show/216363.The_Man_in_the_High_Castle,"150,280","4,757",67
Jon Krakauer,https://www.goodreads.com/author/show/1235.Jon_Krakauer,4.00,"
Under the Banner of Heaven: A Story of Violent Faith
",/book/show/10847.Under_the_Banner_of_Heaven,"144,209","4,752",64
Brian Selznick,https://www.goodreads.com/author/show/38120.Brian_Selznick,4.24,"
The Invention of Hugo Cabret
",/book/show/9673436-the-invention-of-hugo-cabret,"150,915","4,749",73
Margaret Atwood,https://www.goodreads.com/author/show/3472.Margaret_Atwood,4.01,"
Oryx and Crake (MaddAddam, #1)
",/book/show/46756.Oryx_and_Crake,"203,422","4,742",73
Nikos Kazantzakis,https://www.goodreads.com/author/show/5668.Nikos_Kazantzakis,4.08,"
Zorba the Greek
",/book/show/53639.Zorba_the_Greek,"32,510","4,704",68
Charles Baudelaire,https://www.goodreads.com/author/show/13847.Charles_Baudelaire,4.26,"
Les Fleurs du Mal
",/book/show/203220.Les_Fleurs_du_Mal,"43,301","4,703",67
Cormac McCarthy,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,4.17,"
Blood Meridian, or the Evening Redness in the West
",/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,"97,386","4,700",61
Elisabeth Kübler-Ross,https://www.goodreads.com/author/show/1506.Elisabeth_K_bler_Ross,4.16,"
On Death and Dying
",/book/show/781844.On_Death_and_Dying,"22,990","4,691",83
Lemony Snicket,https://www.goodreads.com/author/show/36746.Lemony_Snicket,3.93,"
The Bad Beginning (A Series of Unfortunate Events, #1)
",/book/show/78411.The_Bad_Beginning,"355,719","4,689",70
Irma S. Rombauer,https://www.goodreads.com/author/show/42697.Irma_S_Rombauer,4.12,"
The Joy of Cooking
",/book/show/327847.The_Joy_of_Cooking,"133,026","4,685",75
Johann Wolfgang von Goethe,https://www.goodreads.com/author/show/285217.Johann_Wolfgang_von_Goethe,3.66,"
The Sorrows of Young Werther
",/book/show/16640.The_Sorrows_of_Young_Werther,"69,917","4,685",63
Khaled Hosseini,https://www.goodreads.com/author/show/569.Khaled_Hosseini,4.05,"
And the Mountains Echoed
",/book/show/16115612-and-the-mountains-echoed,"274,141","4,663",60
Kiera Cass,https://www.goodreads.com/author/show/2987125.Kiera_Cass,4.14,"
The Selection (The Selection, #1)
",/book/show/10507293-the-selection,"753,037","4,644",59
Gayle Forman,https://www.goodreads.com/author/show/295178.Gayle_Forman,3.95,"
If I Stay (If I Stay, #1)
",/book/show/4374400-if-i-stay,"663,418","4,637",63
Chuck Dixon,https://www.goodreads.com/author/show/28709.Chuck_Dixon,4.48,"
The Hobbit: Graphic Novel
",/book/show/659469.The_Hobbit,"157,837","4,608",68
Louis Sachar,https://www.goodreads.com/author/show/6569.Louis_Sachar,4.17,"
Wayside School Is Falling Down (Wayside School #2)
",/book/show/10065.Wayside_School_Is_Falling_Down,"54,170","4,592",67
Carl Sagan,https://www.goodreads.com/author/show/10538.Carl_Sagan,4.27,"
The Demon-Haunted World: Science as a Candle in the Dark
",/book/show/17349.The_Demon_Haunted_World,"52,762","4,587",60
Michael G. Kramer,https://www.goodreads.com/author/show/15015247.Michael_G_Kramer,4.34,"
For the Love of Armin
",/book/show/35642518-for-the-love-of-armin,"2,777","4,567",50
Richard Matheson,https://www.goodreads.com/author/show/8726.Richard_Matheson,4.00,"
I Am Legend and Other Stories
",/book/show/547094.I_Am_Legend_and_Other_Stories,"112,759","4,549",70
William Faulkner,https://www.goodreads.com/author/show/3535.William_Faulkner,3.71,"
As I Lay Dying
",/book/show/77013.As_I_Lay_Dying,"127,187","4,545",75
The Church of Jesus Christ of Latter-day Saints,https://www.goodreads.com/author/show/1367163.The_Church_of_Jesus_Christ_of_Latter_day_Saints,4.35,"
Book of Mormon, Doctrine and Covenants, Pearl of Great Price
",/book/show/747061.Book_of_Mormon_Doctrine_and_Covenants_Pearl_of_Great_Price,"25,036","4,542",57
E.L. James,https://www.goodreads.com/author/show/4725841.E_L_James,3.67,"
Fifty Shades of Grey (Fifty Shades, #1)
",/book/show/10818853-fifty-shades-of-grey,"1,709,310","4,531",64
Tim LaHaye,https://www.goodreads.com/author/show/7625163.Tim_LaHaye,3.83,"
Left Behind (Left Behind, #1)
",/book/show/27523.Left_Behind,"189,604","4,528",72
Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.19,"
City of Ashes (The Mortal Instruments, #2)
",/book/show/1582996.City_of_Ashes,"672,514","4,517",64
Terry Pratchett,https://www.goodreads.com/author/show/1654.Terry_Pratchett,3.99,"
The Color of Magic (Discworld, #1; Rincewind, #1)
",/book/show/34497.The_Color_of_Magic,"282,050","4,517",63
Krishna-Dwaipayana Vyasa,https://www.goodreads.com/author/show/1782206.Krishna_Dwaipayana_Vyasa,4.12,"
The Bhagavad Gita
",/book/show/99944.The_Bhagavad_Gita,"49,543","4,497",61
Edith Wharton,https://www.goodreads.com/author/show/16.Edith_Wharton,3.95,"
The House of Mirth
",/book/show/17728.The_House_of_Mirth,"77,123","4,490",77
James Herriot,https://www.goodreads.com/author/show/18062.James_Herriot,4.32,"
All Creatures Great and Small
",/book/show/18929854-all-creatures-great-and-small,"107,095","4,463",69
Kenneth Jarrett Singleton,https://www.goodreads.com/author/show/1808111.Kenneth_Jarrett_Singleton,4.39,"
Exotic Neurotic
",/book/show/29395568-exotic-neurotic,343,"4,455",45
John Steinbeck,https://www.goodreads.com/author/show/585.John_Steinbeck,3.46,"
The Pearl
",/book/show/5308.The_Pearl,"173,711","4,454",78
Peter S. Beagle,https://www.goodreads.com/author/show/1067608.Peter_S_Beagle,4.17,"
The Last Unicorn (The Last Unicorn, #1)
",/book/show/29127.The_Last_Unicorn,"90,423","4,453",62
Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,4.08,"
Stardust
",/book/show/16793.Stardust,"323,818","4,447",67
Yevgeny Zamyatin,https://www.goodreads.com/author/show/43298.Yevgeny_Zamyatin,3.94,"
We
",/book/show/76171.We,"60,191","4,431",58
Nick Hornby,https://www.goodreads.com/author/show/2929.Nick_Hornby,3.94,"
High Fidelity
",/book/show/285092.High_Fidelity,"164,172","4,415",63
Kyle Keyes,https://www.goodreads.com/author/show/4868409.Kyle_Keyes,4.33,"
Quantum Roots
",/book/show/18334354-quantum-roots,"1,482","4,410",49
John Fowles,https://www.goodreads.com/author/show/10039.John_Fowles,4.05,"
The Magus
",/book/show/16286.The_Magus,"44,070","4,408",67
Marcus Aurelius,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,4.23,"
Meditations
",/book/show/30659.Meditations,"90,838","4,398",61
Evelyn Waugh,https://www.goodreads.com/author/show/11315.Evelyn_Waugh,4.00,"
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
",/book/show/30933.Brideshead_Revisited,"87,872","4,394",74
Rainbow Rowell,https://www.goodreads.com/author/show/4208569.Rainbow_Rowell,4.08,"
Eleanor & Park
",/book/show/15745753-eleanor-park,"760,704","4,385",57
Tina Traverse,https://www.goodreads.com/author/show/6522690.Tina_Traverse,3.78,"
Destiny of the Vampire
",/book/show/15997064-destiny-of-the-vampire,55,"4,384",45
Susanna Clarke,https://www.goodreads.com/author/show/8842.Susanna_Clarke,3.82,"
Jonathan Strange & Mr Norrell
",/book/show/14201.Jonathan_Strange_Mr_Norrell,"180,102","4,382",57
Michael Cunningham,https://www.goodreads.com/author/show/1432.Michael_Cunningham,3.93,"
The Hours
",/book/show/11899.The_Hours,"120,082","4,371",65
Henri Charrière,https://www.goodreads.com/author/show/957910.Henri_Charri_re,4.24,"
Papillon
",/book/show/6882.Papillon,"50,226","4,349",59
Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.33,"
City of Glass (The Mortal Instruments, #3)
",/book/show/3777732-city-of-glass,"730,719","4,331",60
Eve Ensler,https://www.goodreads.com/author/show/60609.Eve_Ensler,3.87,"
The Vagina Monologues
",/book/show/104734.The_Vagina_Monologues,"26,173","4,325",67
Kenneth Jarrett Singleton,https://www.goodreads.com/author/show/1808111.Kenneth_Jarrett_Singleton,4.57,"
Angelica and Francesca
",/book/show/4303567-angelica-and-francesca,339,"4,324",44
Rick Riordan,https://www.goodreads.com/author/show/15872.Rick_Riordan,4.51,"
The Last Olympian (Percy Jackson and the Olympians, #5)
",/book/show/4556058-the-last-olympian,"590,973","4,318",65
Madeleine L'Engle,https://www.goodreads.com/author/show/106.Madeleine_L_Engle,4.37,"
The Time Trilogy (Time Quintet, #1-3)
",/book/show/11841.The_Time_Trilogy,"6,411","4,317",66
Abraham   Verghese,https://www.goodreads.com/author/show/93353.Abraham_Verghese,4.29,"
Cutting for Stone
",/book/show/3591262-cutting-for-stone,"321,749","4,292",64
Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,4.15,"
Misery
",/book/show/10614.Misery,"438,324","4,279",73
Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.33,"
Clockwork Angel (The Infernal Devices, #1)
",/book/show/7171637-clockwork-angel,"600,397","4,271",55
Albert Camus,https://www.goodreads.com/author/show/957894.Albert_Camus,4.04,"
The Fall
",/book/show/11991.The_Fall,"62,934","4,264",54
Chaim Potok,https://www.goodreads.com/author/show/7385.Chaim_Potok,4.20,"
My Name Is Asher Lev
",/book/show/11507.My_Name_Is_Asher_Lev,"34,326","4,244",67
Pat Frank,https://www.goodreads.com/author/show/21475.Pat_Frank,4.07,"
Alas, Babylon
",/book/show/38169.Alas_Babylon,"36,494","4,228",60
Neal Shusterman,https://www.goodreads.com/author/show/19564.Neal_Shusterman,4.18,"
Unwind (Unwind, #1)
",/book/show/764347.Unwind,"179,009","4,219",54
Jared Diamond,https://www.goodreads.com/author/show/256.Jared_Diamond,3.93,"
Collapse: How Societies Choose to Fail or Succeed
",/book/show/475.Collapse,"54,788","4,216",63
Susanna Kaysen,https://www.goodreads.com/author/show/4376.Susanna_Kaysen,3.90,"
Girl, Interrupted
",/book/show/68783.Girl_Interrupted,"168,696","4,205",64
George Orwell,https://www.goodreads.com/author/show/3706.George_Orwell,4.11,"
Down and Out in Paris and London
",/book/show/393199.Down_and_Out_in_Paris_and_London,"52,592","4,202",59
Scott Westerfeld,https://www.goodreads.com/author/show/13957.Scott_Westerfeld,3.86,"
Uglies (Uglies, #1)
",/book/show/24770.Uglies,"524,499","4,201",57
Anne  Willow,https://www.goodreads.com/author/show/17076742.Anne_Willow,4.29,"
Broken Promises (Past Imperfect Mystery Book 1)
",/book/show/40121205-broken-promises,"1,070","4,196",46
Ursula K. Le Guin,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.21,"
The Dispossessed (Hainish Cycle #6)
",/book/show/13651.The_Dispossessed,"74,096","4,195",57
Erich Segal,https://www.goodreads.com/author/show/15516.Erich_Segal,3.61,"
Love Story (Love Story, #1)
",/book/show/73968.Love_Story,"49,833","4,187",63
Trevor Alan Foris,https://www.goodreads.com/author/show/18002918.Trevor_Alan_Foris,4.23,"
The Octunnumi Fosbit Files Prologue
",/book/show/40034669-the-octunnumi-fosbit-files-prologue,"2,349","4,157",47
Barack Obama,https://www.goodreads.com/author/show/6356.Barack_Obama,3.86,"
Dreams from My Father: A Story of Race and Inheritance
",/book/show/88061.Dreams_from_My_Father,"171,255","4,148",64
P.D. Eastman,https://www.goodreads.com/author/show/13898.P_D_Eastman,4.09,"
Go, Dog. Go!
",/book/show/460548.Go_Dog_Go_,"72,742","4,123",65
Markus Zusak,https://www.goodreads.com/author/show/11466.Markus_Zusak,4.07,"
I Am the Messenger
",/book/show/19057.I_Am_the_Messenger,"124,333","4,122",51
Carl Bernstein,https://www.goodreads.com/author/show/15445.Carl_Bernstein,4.19,"
All the President's Men
",/book/show/96123.All_the_President_s_Men,"43,090","4,118",70
Jodi Picoult,https://www.goodreads.com/author/show/7128.Jodi_Picoult,4.12,"
Nineteen Minutes
",/book/show/14866.Nineteen_Minutes,"285,112","4,110",60
Nicole Krauss,https://www.goodreads.com/author/show/2633.Nicole_Krauss,3.92,"
The History of Love
",/book/show/3867.The_History_of_Love,"116,172","4,109",49
John Howard Griffin,https://www.goodreads.com/author/show/16652.John_Howard_Griffin,4.13,"
Black Like Me
",/book/show/42603.Black_Like_Me,"55,811","4,100",62
Clement C. Moore,https://www.goodreads.com/author/show/64709.Clement_C_Moore,4.37,"
The Night Before Christmas
",/book/show/196970.The_Night_Before_Christmas,"103,343","4,078",79
Alexis de Tocqueville,https://www.goodreads.com/author/show/465.Alexis_de_Tocqueville,4.02,"
Democracy in America
",/book/show/16619.Democracy_in_America,"21,019","4,050",71
Alan Brennert,https://www.goodreads.com/author/show/2226.Alan_Brennert,4.17,"
Moloka'i (Moloka'i #1)
",/book/show/3273.Moloka_i,"97,398","4,012",52
Olive Ann Burns,https://www.goodreads.com/author/show/52627.Olive_Ann_Burns,4.01,"
Cold Sassy Tree
",/book/show/306654.Cold_Sassy_Tree,"95,553","4,003",57
Yuehai Xiao,https://www.goodreads.com/author/show/6621980.Yuehai_Xiao,4.41,"
Crossing the Seas: A Diary of My Thoughts
",/book/show/16243767-crossing-the-seas,115,"3,997",40
Tom Sechrist,https://www.goodreads.com/author/show/7727649.Tom_Sechrist,4.58,"
Predator & Prey (The Devenshire Chronicles, #2)
",/book/show/21533892-predator-prey,96,"3,988",41
Kristin Cashore,https://www.goodreads.com/author/show/1373880.Kristin_Cashore,4.09,"
Graceling (Graceling Realm, #1)
",/book/show/3236307-graceling,"354,424","3,976",52
Tom Sechrist,https://www.goodreads.com/author/show/7727649.Tom_Sechrist,4.46,"
The Stones of Andarus (The Devenshire Chronicles, #1)
",/book/show/20406003-the-stones-of-andarus,107,"3,973",41
Richard Yates,https://www.goodreads.com/author/show/27069.Richard_Yates,3.91,"
Revolutionary Road
",/book/show/48328.Revolutionary_Road,"73,000","3,964",57
Caleb Carr,https://www.goodreads.com/author/show/27779.Caleb_Carr,4.06,"
The Alienist (Dr. Laszlo Kreizler, #1)
",/book/show/40024.The_Alienist,"133,630","3,959",64
Katherine Dunn,https://www.goodreads.com/author/show/8622.Katherine_Dunn,3.96,"
Geek Love
",/book/show/13872.Geek_Love,"52,835","3,950",52
Gail Carson Levine,https://www.goodreads.com/author/show/13677.Gail_Carson_Levine,3.98,"
Ella Enchanted (Ella Enchanted #1)
",/book/show/24337.Ella_Enchanted,"369,049","3,938",65
Walter M. Miller Jr.,https://www.goodreads.com/author/show/6025722.Walter_M_Miller_Jr_,3.98,"
A Canticle for Leibowitz (St. Leibowitz, #1)
",/book/show/164154.A_Canticle_for_Leibowitz,"83,978","3,934",60
Ammar Habib,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.21,"
Ana Rocha: Shadows of Justice
",/book/show/38726615-ana-rocha,"1,459","3,887",39
Hermann Hesse,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,4.11,"
The Glass Bead Game
",/book/show/16634.The_Glass_Bead_Game,"29,157","3,878",50
Steve Snyder,https://www.goodreads.com/author/show/9876016.Steve_Snyder,4.34,"
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth
",/book/show/22881898-shot-down,"1,153","3,829",42
Omar Farhad,https://www.goodreads.com/author/show/8189303.Omar_Farhad,4.25,"
Honor and Polygamy
",/book/show/22221083-honor-and-polygamy,154,"3,822",40
Dave Eggers,https://www.goodreads.com/author/show/3371.Dave_Eggers,3.68,"
A Heartbreaking Work of Staggering Genius
",/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,"160,795","3,813",52
Neal Stephenson,https://www.goodreads.com/author/show/545.Neal_Stephenson,4.03,"
Snow Crash
",/book/show/830.Snow_Crash,"218,230","3,793",51
Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,4.00,"
The Ocean at the End of the Lane
",/book/show/15783514-the-ocean-at-the-end-of-the-lane,"432,091","3,790",58
Jeffrey Eugenides,https://www.goodreads.com/author/show/1467.Jeffrey_Eugenides,3.84,"
The Virgin Suicides
",/book/show/10956.The_Virgin_Suicides,"214,093","3,790",54
George R.R. Martin,https://www.goodreads.com/author/show/346732.George_R_R_Martin,4.13,"
A Feast for Crows (A Song of Ice and Fire, #4)
",/book/show/13497.A_Feast_for_Crows,"571,563","3,788",62
Victoria Dougherty,https://www.goodreads.com/author/show/8054971.Victoria_Dougherty,3.73,"
The Bone Church
",/book/show/21457935-the-bone-church,489,"3,771",39
John Steinbeck,https://www.goodreads.com/author/show/585.John_Steinbeck,4.08,"
Travels with Charley: In Search of America
",/book/show/5306.Travels_with_Charley,"63,192","3,766",61
Arthur C. Clarke,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,4.11,"
Childhood's End
",/book/show/414999.Childhood_s_End,"116,584","3,735",58
Anne Rice,https://www.goodreads.com/author/show/7577.Anne_Rice,4.07,"
The Vampire Lestat (The Vampire Chronicles, #2)
",/book/show/43814.The_Vampire_Lestat,"165,394","3,714",60
Stephen Crane,https://www.goodreads.com/author/show/19879.Stephen_Crane,3.23,"
The Red Badge of Courage
",/book/show/35220.The_Red_Badge_of_Courage,"83,643","3,711",66
Rebecca Wells,https://www.goodreads.com/author/show/3489.Rebecca_Wells,3.81,"
Divine Secrets of the Ya-Ya Sisterhood
",/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,"503,202","3,706",66
Rohith S. Katbamna,https://www.goodreads.com/author/show/18619175.Rohith_S_Katbamna,4.97,"
Down and Rising
",/book/show/42794237-down-and-rising,71,"3,698",37
Robert Musil,https://www.goodreads.com/author/show/16747.Robert_Musil,4.24,"
The Man Without Qualities
",/book/show/527756.The_Man_Without_Qualities,"5,130","3,689",38
